fecha;hora;red;serie;tema;texto;imagen;enlace
2026-09-22;12:30;instagram;NORMAS;iso-22301;"💙 ISO 22301: Continuidad de negocio. Y esto es lo que gana tu organización.

Sistema de gestión de continuidad de negocio ISO 22301: análisis de impacto, planes de continuidad y pruebas periódicas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-22301.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-22-iso-22301
2026-09-23;12:30;instagram;EFQM;efqm-ejecucion;"💙 Dimensión Ejecución: lo que aporta de verdad.

Dimensión Ejecución. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-ejecucion.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-23-efqm-ejecucion
2026-09-24;12:30;instagram;NORMAS;plan-director-seguridad;"💙 El error más común al implantar Plan Director de Seguridad (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/plan-director-seguridad.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-24-plan-director-seguridad
2026-09-25;12:30;instagram;EFQM;efqm-resultados;"💙 Dimensión Resultados: el fallo que vemos una y otra vez.

Dimensión Resultados: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-resultados.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-25-efqm-resultados
2026-09-26;12:30;instagram;NORMAS;hacking-etico;"💙 ¿Es Hacking Ético para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/hacking-etico.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-26-hacking-etico
2026-09-27;12:30;instagram;EFQM;efqm-criterio1;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Propósito, visión y estrategia. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio1.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-27-efqm-criterio1
2026-09-28;12:30;instagram;NORMAS;test-de-intrusion;"💙 Test de Intrusión: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/test-de-intrusion.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-28-test-de-intrusion
2026-09-29;12:30;instagram;EFQM;efqm-criterio2;"💙 Cultura y liderazgo: por dónde empezar.

Cultura y liderazgo: Criterio 2 del Modelo EFQM. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio2.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-29-efqm-criterio2
2026-09-30;12:30;instagram;NORMAS;bia;"💙 ¿Qué es Análisis de Impacto de Negocio (BIA) y para qué sirve de verdad?

Identificamos tus procesos críticos, tiempos de recuperación objetivo y dependencias para fundamentar la continuidad de negocio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/bia.png;https://www.tuconsultor.com/blog/post.html?p=2026-09-30-bia
2026-10-01;12:30;instagram;EFQM;efqm-criterio3;"💙 Implicar a los grupos de interés, explicado sin humo.

Implicar a los grupos de interés: Criterio 3 del Modelo EFQM. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio3.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-01-efqm-criterio3
2026-10-02;12:30;instagram;NORMAS;pci-dss;"💙 PCI DSS: Seguridad en pagos con tarjeta. Y esto es lo que gana tu organización.

Adecuación al estándar PCI DSS para entornos que almacenan, procesan o transmiten datos de tarjetas de pago.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/pci-dss.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-02-pci-dss
2026-10-03;12:30;instagram;EFQM;efqm-criterio4;"💙 Crear valor sostenible: lo que aporta de verdad.

Crear valor sostenible. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio4.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-03-efqm-criterio4
2026-10-04;12:30;instagram;NORMAS;rgpd;"💙 El error más común al implantar RGPD y LOPDGDD (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/rgpd.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-04-rgpd
2026-10-05;12:30;instagram;EFQM;efqm-criterio5;"💙 Funcionamiento y transformación: el fallo que vemos una y otra vez.

Funcionamiento y transformación: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio5.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-05-efqm-criterio5
2026-10-06;12:30;instagram;NORMAS;iso-27701;"💙 ¿Es ISO 27701 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-27701.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-06-iso-27701
2026-10-07;12:30;instagram;EFQM;efqm-criterio6;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Percepción de los grupos de interés. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio6.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-07-efqm-criterio6
2026-10-08;12:30;instagram;NORMAS;nis2;"💙 NIS2: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/nis2.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-08-nis2
2026-10-09;12:30;instagram;EFQM;efqm-criterio7;"💙 Rendimiento estratégico y operativo: por dónde empezar.

Rendimiento estratégico y operativo: Criterio 7 del Modelo EFQM. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio7.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-09-efqm-criterio7
2026-10-10;12:30;instagram;NORMAS;une-19601;"💙 ¿Qué es UNE 19601 y para qué sirve de verdad?

Sistema de gestión de compliance penal UNE 19601: mapa de riesgos, controles y cultura de cumplimiento que puede atenuar o eximir la responsabilidad penal.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/une-19601.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-10-une-19601
2026-10-11;12:30;instagram;EFQM;efqm-radar;"💙 La lógica RADAR, explicado sin humo.

La lógica RADAR: Resultados, enfoques, despliegue, evaluación y revisión. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-11-efqm-radar
2026-10-12;12:30;instagram;NORMAS;iso-37001;"💙 ISO 37001: Antisoborno. Y esto es lo que gana tu organización.

Sistema de gestión antisoborno ISO 37001 para prevenir, detectar y responder al soborno en tu organización y tu cadena de valor.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-37001.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-12-iso-37001
2026-10-13;12:30;instagram;EFQM;efqm-gap;"💙 Informe de GAP: lo que aporta de verdad.

Informe de GAP. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-13-efqm-gap
2026-10-14;12:30;instagram;NORMAS;iso-37301;"💙 El error más común al implantar ISO 37301 (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-37301.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-14-iso-37301
2026-10-15;12:30;instagram;EFQM;efqm-autoevaluacion;"💙 Autoevaluación EFQM: el fallo que vemos una y otra vez.

Autoevaluación EFQM: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-15-efqm-autoevaluacion
2026-10-16;12:30;instagram;NORMAS;une-19602;"💙 ¿Es UNE 19602 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/une-19602.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-16-une-19602
2026-10-17;12:30;instagram;EFQM;efqm-planes;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Planes de acción. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-17-efqm-planes
2026-10-18;12:30;instagram;NORMAS;canal-de-denuncias;"💙 Canal de Denuncias: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/canal-de-denuncias.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-18-canal-de-denuncias
2026-10-19;12:30;instagram;EFQM;efqm-memoria;"💙 La memoria EFQM: por dónde empezar.

La memoria EFQM: Tu gestión, contada con evidencias. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-19-efqm-memoria
2026-10-20;12:30;instagram;NORMAS;prevencion-blanqueo;"💙 ¿Qué es Prevención de Blanqueo de Capitales y para qué sirve de verdad?

Manual, análisis de riesgo, formación y examen de experto externo para sujetos obligados por la normativa de PBC/FT.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/prevencion-blanqueo.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-20-prevencion-blanqueo
2026-10-21;12:30;instagram;EFQM;efqm-sello;"💙 Sellos EFQM 300 · 400 · 500, explicado sin humo.

Sellos EFQM 300 · 400 · 500: El reconocimiento europeo a la excelencia. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-21-efqm-sello
2026-10-22;12:30;instagram;NORMAS;informes-soc;"💙 Informes SOC: Confianza para tus clientes (SOC 1/2). Y esto es lo que gana tu organización.

Te preparamos para informes SOC 1 y SOC 2: descripción del sistema, controles y evidencias listas para el auditor.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/informes-soc.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-22-informes-soc
